MOE,dry_density,acoustic_velocity
9.347347267,803.8585209,3.41
14.28882398,783.68356000000006,4.27
11.04120675,729.6546249,3.89
13.06289697,724.910036,4.245
10.52150062,764.4161707,3.71
10.62569041,776.1643836,3.7
14.36213217,820.0267023,4.185
9.198260707,805.1416886,3.38
9.889897856,732.2799097,3.675
8.367837859,745.6304619,3.35
8.904735873,761.3227894,3.42
16.83095765,781.7589577,4.64
12.44454585,805.7381949,3.93
12.62819748,726.2217551,4.17
12.74649766,750.9247842,4.12
10.99080812,733.8506711,3.87
10.58130817,760.5393676,3.73
10.24891456,709.7586258,3.8
13.1322216,806.5868263,4.035
10.92909885,809.2257002,3.675
13.22600334,790.6458797,4.09
15.83975714,835.1648352,4.355
11.40681381,817.679558,3.735
12.35906122,790.1190047,3.955
7.751650047,705.3864169,3.315
8.271204049,741.4396401,3.34
9.822260996,801.8172241,3.5
11.59285405,741.1351184,3.955
13.01022738,797.1171562,4.04
11.66810361,783.115225,3.86
10.11240261,715.2842498,3.76
11.90668597,778.8205183,3.91
13.58969114,736.6874136,4.295
10.40353095,757.8867925,3.705
10.69471375,827.5064267,3.595
11.37586276,791.9648821,3.79
11.29478003,774.0179839,3.82
10.50256464,731.1676083,3.79
11.39315048,758.7529976,3.875
14.95644765,801.421449,4.32
11.46683053,729.3853073,3.965
13.01951138,743.3678269,4.185
8.156858407,711.8780096,3.385
13.359375,730.994152,4.275
11.7885748,793.2544897,3.855
12.27194947,838.7850467,3.825
9.775478042,764.8669797,3.575
10.97882695,772.4550898,3.77
11.51365967,732.364028,3.965
10.50402411,786.286732,3.655
11.29170247,736.7088608,3.915
11.05083559,747.4849095,3.845
11.93198419,742.0342034,4.01
10.34690126,689.0756303,3.875
12.30678346,815.3846154,3.885
9.71025,736.9146006,3.63
11.32473932,723.9944521,3.955
10.31411159,739.3509128,3.735
12.87796876,800.8637236,4.01
11.49153171,729.1164659,3.97
10.12569356,725.8444619,3.735
10.25299458,734.9698357,3.735
7.646243561,765.727003,3.16
9.794311326,762.0712621,3.585
10.41615512,762.9192154,3.695
10.651855,780.1827802,3.695
8.497018558,763.9675117,3.335
10.46008654,753.8461538,3.725
9.669955855,725.8364312,3.65
9.674775477,722.2353219,3.66
13.81255992,819.6866313,4.105
11.75597031,725.649184,4.025
10.61696007,729.4761532,3.815
10.17959087,766.1878453,3.645
10.69094004,754.1989664,3.765
15.48996452,807.4250183,4.38
10.05289223,740.3141361,3.685
10.6826567,698.7563335,3.91
10.00038856,679.9643414,3.835
11.48805474,787.2628726,3.82
13.99759479,776.7799872,4.245
14.69465708,805.9418458,4.27
13.39255614,757.4107683,4.205
7.754264417,781.4829345,3.15
8.584155268,767.1942165,3.345
10.75105754,789.5842083,3.69
10.71404425,833.6334174,3.585
